Sourcerecord ID;Source Title;Print-ISSN;E-ISSN;Titles discontinued by Scopus due to quality issues;Coverage;"2019 SJR";"2019 SNIP";"2020 SJR";"2020 SNIP";"2021 SJR";"2021 SNIP";2021 CiteScore;All Science Journal Classification Codes (ASJC);;;;;;;;;;;;;
28059;Institute of Physics Conference Series;09513248;;;2003-2005, 1990-1992, 1983-1986, 1978-1981;0.104;;;;;;;"3100; ";;;;;;;;;;;;;
19534;INTELEC, International Telecommunications Energy Conference (Proceedings);02750473;;;2016-2019, 1992-2014, 1981-1990, 1979;0.168;0.272;0.149;0.193;0.123;0.136;;"2208; 2102; ";;;;;;;;;;;;;
12315;Intelligent Engineering Systems Through Artificial Neural Networks;;;;2002-2003, 1995-1999, 1992-1993;;;;;;;;"1712; ";;;;;;;;;;;;;
21100248929;International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives;16821750;;;2002-2020, 2000;0.367;0.671;0.264;0.490;0.305;0.396;1.6;"3305; 1710; ";;;;;;;;;;;;;
57377;International Chemical Recovery Conference;;;;2010, 2001, 1998;;;;;;;;"2209; 2214; 1500; 1600; ";;;;;;;;;;;;;
88709;International Conference - Nuclear Energy for New Europe, Proceedings;;;;2002-2003;;;;;;;;"2104; ";;;;;;;;;;;;;
32211;International Conference on Application-Specific Systems, Architectures and Processors, Proceedings;10636862;;;2002-2019, 2000, 1993-1997;0.203;0.595;0.270;0.836;0.477;0.740;2.8;"1705; 1708; ";;;;;;;;;;;;;
100459;International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS;;;;2006-2020, 2002, 2000, 1998, 1994, 1991-1992, 1982, 1973;0.718;2.169;0.718;2.305;1.893;2.642;12.1;"1708; 1710; 1712; ";;;;;;;;;;;;;
62260;International Conference on Communication Technology Proceedings, ICCT;;;;2016, 2010-2013, 2008, 2006, 2003, 2000, 1998, 1996;0.142;0.442;;;;;;"2208; 1705; ";;;;;;;;;;;;;
86580;International Conference on Computational Structures Technology - Proceedings;;;;2001-2002, 1994;;;;;;;;"1504; 2213; 2216; ";;;;;;;;;;;;;
90097;International Conference on Database and Expert Systems Applications - DEXA;;;;2004, 1997;;;;;;;;"2200; ";;;;;;;;;;;;;
67044;International Conference on Debris-Flow Hazards Mitigation: Mechanics, Prediction, and Assessment, Proceedings;;;;2015, 2011, 2007, 2003, 1997;;;;;;;;"1904; 1909; 2312; ";;;;;;;;;;;;;
56965;International Conference on Digital Printing Technologies;;;;1998-2018;0.103;0.295;0.110;0.132;0.142;0.217;0.6;"1706; 2214; ";;;;;;;;;;;;;
58593;International Conference on Health, Safety and Environment in Oil and Gas Exploration and Production;;;;2010-2012, 2008, 2006, 2004, 2002, 2000, 1996;;;;;;;;"2300; 2102; 2213; ";;;;;;;;;;;;;
21100226431;International Conference on ICT Convergence;21621233;21621241;;2012-2014;;;;;0.168;0.197;0.3;"1705; 1710; ";;;;;;;;;;;;;
55826;International Conference on Information and Knowledge Management, Proceedings;;;;1995-2015;;1.602;0.371;2.145;1.042;2.919;;"1400; 1800; ";;;;;;;;;;;;;
59771;International Conference on Intelligent User Interfaces, Proceedings IUI;;;;1997-2016;0.591;3.715;;;;;;"1709; 1712; ";;;;;;;;;;;;;
70075;International Conference on Nuclear Engineering, Proceedings, ICONE;;;;2017, 2012-2015, 2008-2010, 2006, 2004, 2002, 1996-1997;0.136;0.071;0.106;0.240;;;;"2104; ";;;;;;;;;;;;;
120046;International Conference on Signal Processing Proceedings, ICSP;;;;2012, 2010, 2006-2008, 2004, 2002, 1998, 1996;;;;;;;;"1706; 1711; 1712; ";;;;;;;;;;;;;
21100216911;International Conference Recent Advances in Natural Language Processing, RANLP;13138502;;;2019, 2017, 2015, 2013, 2011, 2005-2009;0.244;1.031;0.178;0.960;0.316;1.030;1.1;"2208; 1702; 1706; 1712; ";;;;;;;;;;;;;
92017;International Environmental Conference;;;;2002, 1996;;;;;;;;"2311; 1501; 2305; ";;;;;;;;;;;;;
82000;International Geoscience and Remote Sensing Symposium (IGARSS);;;;1985-2019, 1982-1983;0.279;0.372;0.264;0.327;0.258;0.257;1.3;"1900; 1706; ";;;;;;;;;;;;;
21100274701;International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM;13142704;;;2013-2019, 2006;0.232;0.451;0.217;0.289;0.144;0.270;0.7;"1907; 1909; ";;;;;;;;;;;;;
81058;International Paper and Coating Chemistry Symposium, Proceedings;;;;2003, 1996;;;;;;;;"1500; ";;;;;;;;;;;;;
59231;International Paper Physics Conference, Proceedings;;;;2003, 1995;;;;;;;;"2500; ";;;;;;;;;;;;;
21120;International SAMPE Symposium and Exhibition;08910138;;;1996-2010, 1991-1993, 1987-1989;;;;;;;;"2210; 2211; 2500; ";;;;;;;;;;;;;
31921;International SAMPE Technical Conference;;;;2016-2019, 2004-2014, 1994-2001, 1991, 1988-1989;0.153;0.220;0.121;0.146;0.184;0.178;0.8;"2210; 2211; 2500; ";;;;;;;;;;;;;
56812;International Solar Energy Conference;15468402;;;2001-2007, 1996-1998;;;;;;;;"1912; 2105; ";;;;;;;;;;;;;
63185;International Specialty Conference on Cold-Formed Steel Structures: Recent Research and Developments in Cold-Formed Steel Design and Construction;;;;2002, 2000, 1998, 1996, 1994;;;;;;;;"2200; ";;;;;;;;;;;;;
37213;International Symposium on Combustion, Abstracts of Accepted Papers;;;;2004, 2002, 2000;;;;;;;;"2200; ";;;;;;;;;;;;;
34050;International Symposium on Combustion, Abstracts of Works-in-Progress Posters;;;;2004, 2002;;;;;;;;"2200; ";;;;;;;;;;;;;
17988;International Symposium on Discharges and Electrical Insulation in Vacuum, ISDEIV;;;;2002, 2000, 1998, 1996;;;;;;;;"2200; ";;;;;;;;;;;;;
90775;International Symposium on Low Power Electronics and Design, Digest of Technical Papers;;;;1996-2002;;;;;;;;"2200; ";;;;;;;;;;;;;
78827;International Symposium on Technology and Society;;;;2002, 1999-2000, 1996-1997;;;;;;;;"2200; ";;;;;;;;;;;;;
26007;International Symposium on VLSI Technology, Systems, and Applications, Proceedings;1524766X;;;2015, 2011-2012, 2006-2009, 2003, 2001, 1999, 1997, 1995, 1993, 1991;;;;;;;;"2208; 3104; 2504; ";;;;;;;;;;;;;
93668;International Workshop on Advanced Motion Control, AMC;;;;2014, 2012, 2010, 2008, 2006, 2004, 2002, 2000, 1998, 1996;;;;;;;;"2208; 1706; 2611; 2207; ";;;;;;;;;;;;;
70225;International Workshop on Principles of Software Evolution (IWPSE);;;;2015, 2013, 2009, 2007, 2000-2005;;;;;;;;"1703; 2611; 2614; 1712; ";;;;;;;;;;;;;
82733;International Workshop on Software Engineering for Parallel and Distributed Systems, Proceedings;;;;1999-2000, 1997;;;;;;;;"1700; ";;;;;;;;;;;;;
120050;International Workshop on System-Level Interconnect Prediction (SLIP 2000);;;;2002-2003, 2000;;;;;;;;"1700; ";;;;;;;;;;;;;
19900195068;IOP Conference Series: Earth and Environmental Science;17551307;17551315;;2010-2020;0.175;0.510;0.179;0.446;0.202;0.409;0.6;"1900; 2300; ";;;;;;;;;;;;;
19700200831;IOP Conference Series: Materials Science and Engineering;17578981;1757899X;Discontinued by Scopus;2009-2020;0.198;0.546;;0.505;0.249;0.344;1.1;"2200; 2500; ";;;;;;;;;;;;;
55936;IS and T's International Conference on Digital Production Printing and Industrial Applications;;;;2003, 2001;;;;;;;;"2209; 2508; 1706; ";;;;;;;;;;;;;
51218;ISA TECH/EXPO Technology Update Conference Proceedings;10540032;;;2000-2002, 1995-1998, 1993;;;;;;;;"3104; 3105; ";;;;;;;;;;;;;
21100830113;ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences;21949042;21949050;;2012-2019;0.474;0.921;0.356;0.754;0.439;0.624;2.6;"1901; 2301; 3105; ";;;;;;;;;;;;;
17452;ITG-Fachbericht;09326022;;;2001-2005, 1996-1998, 1988-1989;;;;;;;;"1708; 1712; ";;;;;;;;;;;;;
28129;Journal De Physique. IV : JP;11554339;17647177;;1996-2006, 1993-1994;;;;;;;;"3100; ";;;;;;;;;;;;;
36634;Journal of Chromatography - Biomedical Applications;15726495;;;1983-2000, 1980;;;;;;;;"1600; ";;;;;;;;;;;;;
130053;Journal of Physics: Conference Series;17426588;17426596;;2005-ongoing;0.227;0.582;0.210;0.473;0.210;0.395;0.8;"3100;";;;;;;;;;;;;;
50175;Journal of Polymer Science, Polymer Symposia;03608905;;;1983-1985, 1974-1977, 1969-1969;;;;;;;;"2200; ";;;;;;;;;;;;;
87146;King Fahd University of Petroleum and Minerals Research Institute Annual Catalysts in Petroleum Refining and Petrochemicals Symposium Papers;;;;2015, 2007-2013, 2004-2005, 1999-2002;;;;;;;;"2102; 2103; 1600; 1503; ";;;;;;;;;;;;;
21100325444;Komp'juternaja Lingvistika i Intellektual'nye Tehnologii;22217932;20757182;;2014-ongoing;0.236;0.527;0.206;0.631;0.299;0.609;1.0;;;;;;;;;;;;;;
93107;Kongressband / Deutsche Gesellschaft für Chirurgie. Deutsche Gesellschaft für Chirurgie. Kongress;;;;2000-2003;;;;;;;;"2700;";;;;;;;;;;;;;
74582;Kyushu Tokai Daigaku Nogakubu Kiyo/Proceedings of School of Agriculture Kyushu Tokai University;02868180;;;2005-2006, 2001-2002;;;;;;;;"1101; ";;;;;;;;;;;;;
21100229106;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);16175468;;;2004-2019;0.187;0.393;0.148;0.261;0.196;0.219;0.4;"1706; ";;;;;;;;;;;;;
21100421887;Lecture Notes in Information Systems and Organisation;21954968;21954976;;2013-2020;0.125;0.158;0.141;0.290;0.197;0.345;1.1;"1405; 1802; 1706; 1710; 1404; ";;;;;;;;;;;;;
21100244929;Leibniz International Proceedings in Informatics, LIPIcs;18688969;;;2008-2020;0.537;0.821;0.540;0.802;0.685;0.725;1.7;"1712; ";;;;;;;;;;;;;
15535;LEOS Summer Topical Meeting;10994742;;;1994-2009, 1991-1992;;;;;;;0.0;"2208; 3107; ";;;;;;;;;;;;;
50015;Light Metals: Proceedings of Sessions, AIME Annual Meeting (Warrendale, Pennsylvania);;;;1993-2002, 1989, 1982-1987, 1978-1980;;;;;;;;"2506; ";;;;;;;;;;;;;
21100316064;MATEC Web of Conferences;;2261236X;Discontinued by Scopus;2012-2018;0.166;0.434;;0.786;;0.514;;"2200; 2500; 1600; ";;;;;;;;;;;;;
28698;Materials Research Society Symposium - Proceedings;02729172;;;1993-2016, 1980-1987;0.114;0.135;;;;;;"2210; 2211; 3104; 2500; ";;;;;;;;;;;;;
21100370037;Materials Today: Proceedings;;22147853;;2014-2020, 2005;0.304;0.660;0.341;0.650;0.355;0.575;2.3;"2500; ";;;;;;;;;;;;;
51415;Mathematical Methods in Electromagnetic Theory, MMET, Conference Proceedings;;;;2010, 2008, 2006, 2004, 2002, 1998, 1996;;;;;;;;"2604; 3104; 2610; 2611; ";;;;;;;;;;;;;
26047;Midwest Symposium on Circuits and Systems;15483746;;;1989-2019, 1983-1985, 1976-1977;0.214;0.614;0.181;0.350;0.234;0.347;1.1;"2208; 2504; ";;;;;;;;;;;;;
87912;National Radio Science Conference, NRSC, Proceedings;;;;2011-2016, 2000-2009, 1998, 1996;0.158;0.581;;;;;;"2208; 3104; 2504; ";;;;;;;;;;;;;
15446;NIST Special Publication;1048776X;;;2004-2011, 1990-1993;;;;;;;;"2200; ";;;;;;;;;;;;;
63903;NPRA Annual Meeting Papers;;;;2000-2004;;;;;;;;"2100; ";;;;;;;;;;;;;
20747;NPRA Computer Conference Papers;;;;2002, 1999;;;;;;;;"1700; ";;;;;;;;;;;;;
17631;NPRA Environmental Conference Papers;;;;2008-2011, 2004-2006, 2002, 1998-1999;;;;;;;;"2102; 2103; 1500; ";;;;;;;;;;;;;
68307;NPRA International Petrochemical Conference Papers;;;;2010, 2008, 2002-2003, 1999-2000;;;;;;;;"2102; 2103; 1500; ";;;;;;;;;;;;;
17634;NPRA National Safety Conference Papers;;;;2009-2011, 2004, 2002, 2000;;;;;;;;"2102; 2213; 2103; 1500; ";;;;;;;;;;;;;
17635;NPRA Question and Answer Session on Refining and Petrochemical Technology;01620770;;;2008, 2001-2002;;;;;;;;"2102; 2103; 1500; ";;;;;;;;;;;;;
13654;Oceans Conference Record (IEEE);01977385;;;2007, 1994-2003, 1990-1991, 1980-1987, 1971-1972;0.100;;;;;;0.0;"1910; ";;;;;;;;;;;;;
64457;Offshore Europe Conference - Proceedings;;;;2007, 2005, 2003, 1997, 1995;;;;;;;;"2100; 2200; ";;;;;;;;;;;;;
99863;Pacific Rim Conference on Lasers and Electro-Optics, CLEO - Technical Digest;;;;2013, 2009, 2007, 2005, 1999-2003, 1997;;;;;;;;"2208; 3104; 3107; 2504; ";;;;;;;;;;;;;
96564;Parallel and Distributed Computing, Applications and Technologies, PDCAT Proceedings;;;;2014-2015, 2005-2012, 2003;;;;;;;;"1706; 1708; 2614; 1712; ";;;;;;;;;;;;;
26125;Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT;1089795X;;;1996-2019;0.271;1.127;0.241;0.766;0.439;0.649;2.8;"1708; 2614; 1712; ";;;;;;;;;;;;;
26742;Performance Evaluation Review;01635999;;;1996-2019, 1994, 1986-1989, 1984, 1982, 1980;0.339;0.344;0.223;0.386;0.331;0.357;1.2;"1705; 1708; 1712; ";;;;;;;;;;;;;
29048;PESC Record - IEEE Annual Power Electronics Specialists Conference;02759306;;;2015, 1978-2008, 1971-1976;0.125;;;;;;;"2208; 2102; 3104; 2611; ";;;;;;;;;;;;;
29136;Physica Status Solidi C: Conferences;16101634;;;2002-2006;;;;;;;;"3104; ";;;;;;;;;;;;;
12400154705;Physics Procedia;18753884;18753892;;2008-2017;0.318;1.387;0.260;0.907;;;;"3100; ";;;;;;;;;;;;;
68514;PIRA International Conference Proceedings;;;;2003-2004, 1999;;;;;;;;"2200; ";;;;;;;;;;;;;
61636;Portland International Conference on Management of Engineering and Technology;;;;2015, 2005-2007, 2003;;;;;;;;"1408; 2200; ";;;;;;;;;;;;;
17500154730;PPI Europe;;;;2009-2011;;;;;;;;"1406; 1408; 2500; 2214;";;;;;;;;;;;;;
17700156418;Procedia - Social and Behavioral Sciences;18770428;;;2009-2012;;;;;;;;"3200; 3300; ";;;;;;;;;;;;;
19400158915;Procedia Chemistry;18766196;;;2009-2011;;;;;;;;"1500; 1600; ";;;;;;;;;;;;;
21100243809;Procedia CIRP;22128271;;;2012-2020;0.728;1.223;0.683;1.271;0.639;0.899;3.9;"2209; 2207; ";;;;;;;;;;;;;
19700182801;Procedia Computer Science;;18770509;;2010-2019;0.342;1.026;0.334;1.064;0.569;1.062;3.6;"1700; ";;;;;;;;;;;;;
19500157009;Procedia Earth and Planetary Science;18785220;;;2011, 2009;;;;;;;;"1900; ";;;;;;;;;;;;;
18700156717;Procedia Engineering;18777058;;;2009-2018;0.316;1.301;0.320;1.460;0.334;1.359;;"2200; ";;;;;;;;;;;;;
21100904201;Procedia Structural Integrity;;24523216;;2016-ongoing;;0.714;0.285;0.539;0.358;0.559;1.9;"2210; 2211; 2500; 2205; ";;;;;;;;;;;;;
90911;Proceeding of the International Conference on Telecommunications;;;;2002-2003;;;;;;;;"1705; 2214; ";;;;;;;;;;;;;
19700202708;Proceedings - 2010 International Conference on Intelligent System Design and Engineering Application, ISDEA 2010;;;;2010-2011;;;;;;;;"1702; 1706; 2207; ";;;;;;;;;;;;;
52453;Proceedings - ACM Computer Science Conference;;;;1993-1996;;;;;;;;"1708; ";;;;;;;;;;;;;
88419;Proceedings - Annual Meeting of the Decision Sciences Institute;;;;2002-2003, 1996-1998;;;;;;;;"1708; 1404; ";;;;;;;;;;;;;
52209;Proceedings - Annual SAFE Symposium (Survival and Flight Equipment Association);;;;2011-2018, 2000-2009, 1995-1998, 1991, 1989, 1987, 1985, 1980-1983;0.100;0.000;0.100;0.000;0.100;0.000;;"2202; 2213; ";;;;;;;;;;;;;
90216;Proceedings - Annual Stability Conference, Structural Stability Research Council;;;;2004, 2002;;;;;;;;"2200; ";;;;;;;;;;;;;
110406;Proceedings - Annual Technical Session, Structural Stability Research Council;;;;2003, 2000-2001, 1997-1998, 1995;;;;;;;;"2200; ";;;;;;;;;;;;;
26432;Proceedings - Conference of the Australian Road Research Board;05721431;;;2003, 2000, 1998, 1994, 1992, 1990, 1984, 1981-1982, 1978, 1976;0.101;;;;;;;"3313; ";;;;;;;;;;;;;
39140;Proceedings - Electronic Components and Technology Conference;05695503;;;1983-2019, 1980-1981, 1975-1978;0.313;0.887;0.335;0.810;0.400;0.831;2.4;"2208; 2504; ";;;;;;;;;;;;;
67055;Proceedings - Euromicro Conference on Real-Time Systems;10683070;;;1991-2016;0.702;3.038;;;;;;"1708; 1712; ";;;;;;;;;;;;;
16719;Proceedings - Frontiers in Education Conference, FIE;15394565;;;2019, 2015-2017, 1991-2013, 1978-1989, 1976;0.322;0.799;0.194;0.440;0.221;0.395;0.7;"1706; 3304; 1712; ";;;;;;;;;;;;;
25516;Proceedings - Graphics Interface;07135424;;;2001-2019, 1989-1998, 1983-1987;0.275;0.574;0.179;0.768;0.239;0.584;1.5;"1704; ";;;;;;;;;;;;;
110544;Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing;07367791;;;1981-2019, 1976-1977;0.672;1.066;0.546;1.173;1.229;1.178;5.8;"2208; 1711; 1712; ";;;;;;;;;;;;;
18705;Proceedings - IEEE Computer Society's International Computer Software and Applications Conference;07306512;;;1979-2019;0.246;0.714;0.216;0.837;0.384;0.818;;"1706; 1712; ";;;;;;;;;;;;;
18204;Proceedings - IEEE INFOCOM;0743166X;;;1983-2019;1.425;1.911;1.183;1.898;2.789;2.032;9.6;"2208; 1700; ";;;;;;;;;;;;;
26669;Proceedings - IEEE International Conference on Computer Design: VLSI in Computers and Processors;10636404;;;2009-2012, 1993-2005, 1988-1991;;;;;0.202;0.553;0.6;"2208; 1708; ";;;;;;;;;;;;;
25456;Proceedings - IEEE International Conference on Robotics and Automation;10504729;;;1991-2019, 1984-1985;1.412;1.777;0.915;1.727;1.920;1.610;6.4;"2208; 1702; 2207; 1712; ";;;;;;;;;;;;;
56190;Proceedings - IEEE International Symposium on Circuits and Systems;02714310;;;2013-2019, 2011, 1984-2009, 1980-1981, 1976-1978;0.285;0.609;0.229;0.588;0.340;0.467;2.2;"2208; ";;;;;;;;;;;;;
87683;Proceedings - IEEE Military Communications Conference;;;;2019, 1983-2017;0.337;0.871;0.227;0.510;0.383;0.410;1.4;"2208; ";;;;;;;;;;;;;
56164;Proceedings - International Air Transportation Conference;;;;2000-2002, 1998, 1996;;;;;;;;"3313; ";;;;;;;;;;;;;
58745;Proceedings - International Conference on Data Engineering;;;;2019, 2017, 1991-2015, 1986;0.626;1.665;0.436;1.771;1.137;1.839;3.7;"1710; 1711; 1712; ";;;;;;;;;;;;;
26104;Proceedings - International Conference on Distributed Computing Systems;10636927;;;1986-2019, 1984, 1982;0.654;1.169;0.602;1.191;1.174;1.166;5.3;"1705; 1708; 1712; ";;;;;;;;;;;;;
24282;Proceedings - International Conference on Pattern Recognition;10514651;;;2018, 2016, 2014, 2012, 2010, 2008, 2006, 2004, 2002, 2000, 1998, 1996, 1994, 1992, 1990, 1988, 1986, 1984, 1982;0.453;0.811;0.276;0.768;0.480;0.476;2.1;"1707; ";;;;;;;;;;;;;
19242;Proceedings - International Conference on Software Engineering;02705257;;;2018-2019, 1997-2016, 1987-1995, 1984-1985, 1980-1982, 1978, 1976;0.518;1.961;0.399;1.850;1.299;1.415;6.9;"1712; ";;;;;;;;;;;;;
18707;Proceedings - International Symposium on Computers and Communications;15301346;;;1999-2019, 1997, 1995;0.305;0.637;0.238;0.566;0.364;0.450;2.1;"1705; 1706; 2600; 1711; 1712; ";;;;;;;;;;;;;
130018;Proceedings - International Symposium on Discharges and Electrical Insulation in Vacuum, ISDEIV;10932941;;;2018, 2016, 2014, 2012, 2010, 2008, 2006, 2004;0.158;0.405;0.138;0.256;0.120;0.233;0.8;"1705; 1712; ";;;;;;;;;;;;;
66503;Proceedings - International Symposium on Electrets;;;;2011, 2008, 2005, 2002, 1999, 1996, 1992;;;;;;;;"2505; 2208; 3104; 2504; ";;;;;;;;;;;;;
27918;Proceedings - Rapid Excavation and Tunneling Conference;10459065;;;2019, 2017, 2015, 2013, 2011, 2009, 2007, 2005, 2003, 2001, 1995, 1993, 1991, 1989, 1987, 1983, 1980-1981;0.191;0.173;0.101;0.036;0.106;0.159;;"2210; 1909; 2205; ";;;;;;;;;;;;;
85329;Proceedings - Real-Time Systems Symposium;;;;2015-2019, 1983-2013;0.505;1.684;0.366;0.996;0.604;0.972;3.2;"1705; 1708; 1712; ";;;;;;;;;;;;;
61068;Proceedings - SPE Annual Technical Conference and Exhibition;;;;1990-2019, 1976-1986;0.314;0.712;0.284;0.753;0.284;0.557;1.6;"2102; 2103; ";;;;;;;;;;;;;
89749;Proceedings - SPE Eastern Regional Conference and Exhibition;;;;2002-2003, 2000, 1993-1997, 1991;;;;;;;;"2200; ";;;;;;;;;;;;;
80637;Proceedings - SPE International Heavy Oil Symposium;;;;1999, 1995;;;;;;;;"2200; ";;;;;;;;;;;;;
97616;Proceedings - SPE International Symposium on Formation Damage Control;;;;2020, 2018, 2016, 2012, 2010, 2008, 2006, 2004, 2002, 2000, 1998, 1996, 1994, 1988, 1986, 1984, 1982, 1980, 1978, 1976, 1974;0.267;0.506;0.316;1.102;0.297;0.957;2.9;"1909; 2102; ";;;;;;;;;;;;;
74553;Proceedings - SPE Production Operations Symposium;;;;2003, 2001, 1997, 1995;;;;;;;;"1909; ";;;;;;;;;;;;;
94730;Proceedings - SPE Symposium on Improved Oil Recovery;;;;2018, 2016, 2014, 2012, 2010, 2008, 2006, 2004, 2002, 1998, 1996, 1994, 1972, 1969;0.447;1.330;0.428;1.019;0.371;0.763;4.0;"1909; 2102; ";;;;;;;;;;;;;
74910;Proceedings - Symposium on Computer Arithmetic;;;;2018-2019, 2015, 2013, 2011, 2009, 2007, 2005, 2003, 2001, 1999, 1997, 1995, 1993, 1991, 1989, 1987, 1985, 1983, 1972;0.230;1.550;0.351;0.825;0.530;0.953;2.4;"1708; 2614; 1712; ";;;;;;;;;;;;;
79631;Proceedings - Symposium on Fusion Engineering;;;;2016, 2011, 2009, 2005-2007, 2002-2003, 1998-1999, 1995, 1993, 1991, 1989;0.115;0.085;;;;;;"2104; 3106; ";;;;;;;;;;;;;
25562;Proceedings - Symposium on Logic in Computer Science;10436871;;;2015-2019, 2013, 1990-2011, 1986-1987;1.128;1.778;0.839;2.582;1.326;2.412;4.1;"2600; 1712; ";;;;;;;;;;;;;
26019;Proceedings - Virtual Reality Annual International Symposium;;;;1995-2004;;;;;;;;"1712; ";;;;;;;;;;;;;
145228;Proceedings - Winter Simulation Conference;08917736;;;2015-2019, 2004-2013, 1992-1993, 1976-1980, 1973-1974, 1971;0.410;0.821;0.178;0.476;0.323;0.444;1.3;"1706; 2611; 1712; ";;;;;;;;;;;;;
30306;Proceedings ACM SIGUCCS User Services Conference;;;;2013-2015, 2010-2011, 2004-2008, 2000-2002, 1997-1998, 1989;;;;;;;;"1706; 3304; 1710; 1712; ";;;;;;;;;;;;;
62221;Proceedings AESF/EPA Conference for Environmental Excellence;;;;2002, 2000;;;;;;;;"2200; ";;;;;;;;;;;;;
120123;Proceedings of ACM Symposium on Access Control Models and Technologies (SACMAT 2002);;;;2002-2004;;;;;;;;"1700; ";;;;;;;;;;;;;
84734;Proceedings of Computer Graphics International Conference, CGI;15301052;;;2009, 2003-2005, 2000-2001, 1996-1997;;;;;;;;"1704; 1712; ";;;;;;;;;;;;;
74882;Proceedings of IEEE Sensors;;;;2018-2019, 2016, 2014, 2002-2012;0.160;0.258;0.190;0.311;0.214;0.304;1.3;"2208; ";;;;;;;;;;;;;
21100215110;Proceedings of Meetings on Acoustics;1939800X;;;2008-2018;0.188;0.300;0.150;0.208;0.136;0.262;0.6;"3102; ";;;;;;;;;;;;;
21100253049;Proceedings of Science;;18248039;;1998-2019;0.107;0.046;0.114;0.025;0.116;0.032;0.2;"1000; ";;;;;;;;;;;;;
40067;Proceedings of SPIE - The International Society for Optical Engineering;0277786X;1996756X;;1963-2020;0.215;0.344;0.192;0.293;0.184;0.239;0.9;"2208; 2604; 1706; 3104; 2504; ";;;;;;;;;;;;;
22598;Proceedings of Stapp Car Crash Conference;0585086X;;;1999, 1994-1997, 1980-1982, 1975;;;;;;;;"2203; ";;;;;;;;;;;;;
