Keyword;Count
cox proportional hazard model;1
proportional hazards;1
ranked survival;1
xgb;1
identifiable information;1
independent variable;1
traffic signs;1
improving performance;1
network compression;1
programmable systems;1
traffic light;1
decision tree induction;1
distance-based;1
fundamental analysis;1
high probability;1
price trends;1
crops;1
agricultural sector;1
economic loss;1
grape leaf detection;1
grape leaves;1
leaf disease;1
mobile app;1
human-centric ai;2
sanity check;2
understandable ai;1
history;1
document image segmentation;1
document images;1
historical document image;1
historical documents;1
pixel-wise segmentation;1
data description;1
circuit complexity;1
disjunctive normal form;1
network communities;1
threshold operator;1
weighted sum;1
clinician burnout;1
demographic characteristics;1
feature selection methods;2
participation rate;1
social aspects;1
fraud risk;1
human rights;2
legal requirement for artificial intelligence;1
tax authorities;1
tax laws;1
behavioral characteristics;1
trustworthy ai;3
xai metric;1
assistive;1
assistive system;1
decision making tool;1
manipulation;1
persuasion;1
persuasive technology;1
rotary kilns;1
cement production;1
cement rotary kiln;1
digitalization;1
operation parameters;1
parameter control;1
production plant;1
decision situation;1
concept lattices;1
document classification;1
formal concepts;2
formal concepts analysis;1
traffic control;1
trust calibration;1
event recognition;1
factorized attention;1
graph attention network;1
objects recognition;1
proposal;2
spatiotemporal phenomenon;1
video event recognition;1
video events;1
audio classification;1
bangla music genre classification;1
mel frequency cepstral co-efficient;1
mel-frequency cepstral coefficients;1
music genre classification;1
design models;1
drug;2
drug repurposing;1
guideline;1
repurposing;1
visualization design model;1
visualization designs;1
complex data;1
complex processes;1
explanatory ai;1
software-tools;1
theory of explanation;1
user-centered approach;2
ferrite;1
9% cr steel;1
alloy compositions;1
alloy designs;1
creep life;1
creep strengths;1
explainable artificial intelligence technology;1
ferritic;1
career path prediction;1
career paths;1
neural modelling;2
path prediction;1
sequence classification;2
medical case;1
concept activation vector;1
interactive visual analytic;1
agro-chemicals;1
key objective;1
precision agriculture;2
rice production;1
world population;1
yield response;1
communication process;1
dynamics models;1
effective communication;1
receiver;1
automotives;1
trust management;2
harmonic analysis;1
temporal data;1
temporal data analyse;1
time-series analysis;2
cluster prototype;1
expert’s knowledge;1
shape;1
limited information;1
chronic illness;2
health condition;2
health tracking;1
in-progress research;1
log information;1
self-reported data;1
self-tracking;1
tracking data;1
image patches;1
super pixels;2
biasing effects;1
de-biasing;3
skin lesion classification;1
machine components;2
captioning;1
colonoscopy;1
siamese neural network;1
thick data;1
ulcerative colitis;1
value-based;2
algorithm explanation;1
online surveys;1
social acceptability;1
comparative analyzes;3
quality classification;1
quality of water;1
constraint optimizations;1
discrete domains;1
humans-robot interactions;3
mental model reconciliation;1
planned paths;1
two-dimensional;1
interaction length;1
measuring model;1
model understandability;1
performance tradeoff;1
reframing;1
privacy-preserving techniques;2
decentralized learning;1
federated learning;1
intelligent models;1
lipschitz constant;1
local and global interpretability;1
privacy-preserving architectures;1
causal graph;3
contrast;1
imprecise data;1
imprecise knowledge;1
logical frameworks;1
minimality;3
out-of-distribution detection;1
test samples;1
neuro fuzzy classifier;1
data stream;3
effective tool;2
gaussian mixture model;1
older adults;1
possibilistic;2
streaming clustering;1
causal;1
fuzzy;1
fuzzy rule based classification systems;1
markov blankets;1
rule generation;1
verifiability;1
randomisation;1
visual cues;1
augmented fuzzy set;1
computer predictions;1
contextualized prediction;1
open-source;1
open-source softwares;1
support vector machine classification;1
fuzzy cognitive maps;1
large scale systems;1
entity recognition;1
model complexes;1
social data analyse;1
social datum;1
weighted graph;1
data regulations;1
differential evolution;1
particle swarm;1
particle swarm optimization;1
swarm optimization;1
mri devices;1
multi sensor;2
sensor properties;1
concept-based analyse;1
runtime interpretation;1
runtimes;1
scoring algorithms;1
scoring methods;1
you only look once;2
causal ordering;1
causal relations;1
causal shap;1
speech classification;2
defeasible reasoning;1
global models;1
method evaluation;1
metric of explainability;1
directed graphs;2
contribution function;1
directed paths;1
dispute tree;1
reinforcement;1
abstract bipolar argumentation;1
natural tools;1
empirical investigation;2
machine ability;1
machine coaching;1
proxy coaching;1
input/output behaviors;1
interactive explanation;1
abstract argumentation framework;1
information quality assessment;1
online information;1
online reviews;1
quality assessment;1
learning problem;1
real-life images;1
application level;1
argumentation-based decision making;1
decision making support;1
real-world system;1
software-as-a- service (saas);1
erythemato-squamous disease;1
feature ranking;2
polysaccharides;1
ventilation;2
hybrid extreme gradient boosting;1
intensive care unit admission;1
mechanical ventilation;1
mortality;2
audio data;1
speech audio;1
coughing;1
cough;1
multiclass classification problems;1
input sequence;1
logic rules;1
method claims;1
model logic;1
sequence models;2
syntactic structure;2
aspect mining;1
data population;1
masking models;2
mining problems;1
outlier aspect mining;1
outlier detection;3
answer set;2
answer set semantics;1
generation systems;1
syntactic variations;1
arrhythmia;1
enumeration problems;1
normal form;1
prime implicants;1
security systems;3
explanation artificial intelligence;1
medical services;2
spam filtering;1
unsolicited e-mail;1
zero-day attack;1
security paradigms;1
radiation;1
few-shot learning;2
learning schemes;1
medical diagnostic imaging;1
radiology reports;1
semantic-powered;1
coherent explanation;1
structured data;1
network-control;1
radio networks;1
classical model of science;1
classical modeling;1
legal xai;1
model of science;1
normative models;1
sensitivity;2
high speed;1
real - time system;1
robustness testing;1
test and evaluation;1
knowledge graph embedding;2
natural resources management;1
quality of service;1
resource allocation;1
telecommunication industry;1
in networks;1
network operator;1
network resource management;1
network slicing;1
resource reservations;1
telecommunications industry;1
financial forecasting;1
market trends;1
prediction techniques;1
stock market prices;1
age groups;1
autism;2
autism spectrum disorders;1
diagnostic tests;1
supply chain management;2
logistic regression modeling;2
resiliency;1
risk manager;1
risk mitigation strategy;1
supply chain network;1
depression prediction;1
method and technique;1
adaptation;1
adaptation knowledge;1
counterfactual xai;1
gradient feature;1
integrated gradient;2
dairies;1
dairy production;1
farm management;1
milk supply;1
prefactual explanation;1
case-based methods;1
naturally occurring;1
parametric variation;1
reuse;2
disease management;1
domain knowledge ontology;1
link model;1
libraries;1
explanation experience;1
model agnostic model;2
modeling architecture;1
gini impurities;1
saaba value;1
transfer functions;1
autonomous network function;1
autonomous networks;1
capacity optimization;1
coverage optimizations;1
energy-savings;1
load capacity;1
load-balancing;1
critical tasks;2
intelligent decision-support systems;2
retrieval;1
xcbr;1
categorical features;1
continuous features;1
contrastive;1
feature types;1
electromyography;1
exoskeleton (robotics);1
time domain analysis;1
wavelet decomposition;1
wearable sensors;1
acquisition systems;1
electromyography signal acquisition system;1
electromyography signals;1
hardware;1
legged locomotion;1
low limb activity recognition;1
lower limb;1
signal acquisitions;1
signal-processing;1
bayes method;1
causal bayesian network;1
demand and supply;1
demand and supply analyse;1
market researches;1
numerical methods;4
commercial bank;1
knowledge aware system;1
network-based modeling;2
is success;1
art model;1
blood glucose;1
gradient-weighted class activation map;1
time-spent;1
efficient communications;1
trust in artificial intelligence;1
event condition action rules;1
on-line service;1
physical devices;1
security risks;1
smart objects;1
frequency domain analysis;1
oxide films;1
polishing;1
finishing process;1
frequency characteristic;1
local interpretable and model-agnostic explanation;1
magnetic abrasive finishing;1
magnetic abrasive finishing process;1
polishing processs;1
surface morphology and color;1
cost benefit analysis;1
average rate;1
claim denial;1
cycle managements;1
medical reimbursements;1
field computer;1
objects detection;1
single-shot;1
bangla offensive speech classification;1
bengali language;1
social-networking;1
automatic grading;1
external knowledge;1
grading model;1
knowledge training;1
short answer grading;1
student response;1
short answer scoring;1
two-axis;1
counterfactual data augmentation;1
point cloud compression;1
three-dimensional display;1
three dimensional displays;1
and explainable artificial intelligence (xai);1
recommende system;1
rule engine;1
search engine;1
convolution neural network;1
lisa;1
local interpritable model agnostic explanation;1
unified explanation;1
well testing;1
ad hoc methods;1
experimental protocols;1
human-agent interaction;2
human-agent teaming;1
team dynamics;1
energy conservation;1
geothermal energy;1
heat storage;1
optimal control systems;1
pumps;1
control strategies;2
explainable reinforcement learning;2
geothermal heat pump systems;1
ice thermal storage;1
ice thermal storage system;1
reduced order control;1
rule reduction;1
thermal storage system;1
driving forces;1
interpretable deep learning;1
memory augmented neural network;1
small data;1
pairwise interaction;1
shape functions;1
subnetworks;1
network protocols;1
internet of vehicle;1
iot;1
network intrusion detection;1
materials handling;1
fatigue detection;1
human safety;1
learning machines;1
logic learning machine;1
physical fatigue detection;1
physical fatigues;1
reliable artificial intelligence;1
adaptive region;1
adaptive region scoring mechanism;1
direct mapping;1
learning policy;1
posteriori;1
atomic-concepts;1
logical forms;1
explanation fusion;1
exploration and exploitation;1
exploration strategies;1
fusion strategies;1
variational auto encoder;1
complementary data;1
fuzzy vocabulary;1
facings;1
oscillators (electronic);1
health behaviors;1
long-term behavior;1
personal health;1
self management;1
semantic-web;1
compatibility;1
cost-function;2
knowledge integration;1
grafting (chemical);1
clinical features;1
graft failure;1
information gain;1
kidney transplantation;1
prognostic modeling;1
deep representation learning;1
neural representations;2
semantic approach;1
sub fields;5
electric power generation;1
energy policy;1
day-ahead;1
energy forecasting;1
explainability and transparency;1
power flows;1
power production;1
production and consumption;1
real-time balance;1
behavioral indicators;1
child's development;1
cognitive strategy;1
young children;1
comparison;1
problem statement;1
analysis of alternatives;1
occupational accident;1
vip;1
human–ai teaming;1
inter-disciplinary studies;1
multiple disciplines;1
social challenges;1
technical development;1
phobia;1
activities of daily life;1
explainable lstm;1
human activity monitoring;1
sensing technology;1
smart world;1
interactive user interfaces;1
local methods;1
quality;1
computing power;3
load forecasting model;1
state-of-the-art technology;1
device application;1
management planning;1
drug interactions;1
black box deep learning;1
drug targets;1
drug-target affinity;1
substructure interaction;1
autonomous;1
language description;1
xrl;1
ai in education;2
executables;1
motion-planning;3
robot planning;1
robots system;2
task planning;1
failures prediction;1
complex procedure;1
multiagent teams;1
team formation;1
explainable planning;1
multi-agent path finding;1
multi-robot motion planning;1
path finding;1
radiofrequencies;2
thermal engineering;2
causal machine learning;1
structural causal model;1
data perturbation;1
cryptology;1
extended versions;1
foil tree;1
secure multi-party computation;1
data-driven anomalies;1
long short term memory network;1
sensors data;1
concept drifts;1
dynamic environments;1
explaining model change;1
incremental learning;1
static learning;1
deep natural language processing model;1
information-based interpretation;1
processing model;1
environmental management;1
gas emissions;2
greenhouse gases;1
surface defects;1
quality prediction;1
steel manufacturing;1
steel products;1
steel quality;1
deconvolution;1
deconvolutions;1
heatmap assisted accuracy score;1
license;2
machine-centric;1
damage detection;1
hurricanes;1
building risk;1
hurricane risk;1
property owners;1
risk assessment - modelling;1
risk levels;1
concept detection;1
metric learning;1
time budget;1
data-centric artificial intelligence;1
scientific modeling;1
scientific softwares;1
test oracles;1
brain mri;1
classical methods;1
anomaly localizations;1
multi-sensor data;1
multivariate sensors;1
unsupervised anomaly detection;3
geolocations;1
xai (explainable artificial intelligence);2
caipi;1
insufficient data sets;1
medical image classification;3
state-of-the-art machine learning methods;1
human judgments;1
offline;1
social settings;1
neurology;1
clinical use;1
localization technique;1
model-agnostic explanation technique;1
program units;1
spectrum-based fault localization;1
test case;1
testing and debugging;1
dip-vae model;1
protodash explainer;1
responsible ai;1
cluster computing;1
entropy;1
co-existing;1
feedback loops;1
group anomaly detection;1
telecom networks;1
prospectives;1
scenario;1
scenario-based;1
user demands;2
vehicle interactions;1
content-based;1
fake news;1
latent dirichlet allocation;2
multimodal detection;1
topic modeling;2
oncology;1
differential diagnosis;1
melanoma medical image classification;1
design methodology;1
design team;1
design tool;1
methodological frameworks;1
explainable artificial agent;1
finding solutions;1
diabetic retinopathy, explainable artificial intelligence, international clinical diabetic retinopathy scale, fundus image, deep convolutional neural network, retina, ophthalmology;1
grading criteria;1
haemorrage;1
vision loss;1
integration testing;1
continuous delivery;1
continuous integrations;1
continuous training;1
data availability;1
enterprise data;1
ml operation;1
fiber optic networks;1
signal to noise ratio;1
in-network management;1
networks management;1
optical network management;1
graph classification;2
graph neural network;1
metalearning;1
node classification.;1
data integration;1
co-learning;1
multimodal co-learning;1
multimodal data fusion;1
multimodal deep learning;1
multimodal sentiment analyse;1
safety factor;1
safety assurance;1
safety critical software;1
systems and software;1
medical economics;1
car driver;1
car driver identification;1
data stream classifications;1
driver identification;1
model drive;1
reducing gas;1
example-based explanation;1
near hit;1
density maps;1
gaze fixation density map;1
multi-layered;1
resnet;1
acute kidney injury;1
areas under the curves;1
clinical data;1
critically illness;1
optimal model;1
antibiotic agent;1
hypertensive factor;1
acute kidney failure;1
analytic method;1
body height;1
body weight;1
chronic lung disease;1
congestive heart failure;1
demographics;1
least absolute shrinkage and selection operator;1
leukocyte;1
local interpretable model agnostic explanation algorithm;1
mean arterial pressure;1
sex;1
urine volume;1
boosting model;1
explainable-ai;1
patient information;1
random forest.;1
high intensity;1
neural structured learning.;1
one-hot;1
robust approaches;1
structured learning;1
factual explanation;1
appearance, pulse, grimace, activity and respiration;1
human sepsis;1
infant mortality;1
prediction-based;1
complex computation;1
explanation purpose;1
generating models;1
model inspection;1
detection and controls;1
evaluation criteria;1
evaluation of explainability;1
explanation method;2
literature survey;1
quality evaluation;1
digital forensics;1
authorship attribution;1
media content;1
multimedia forensics;1
text analysis;1
safety-critical domain;1
uncertainty measures;1
context-aware;2
decision making softwares;1
explainable cybe-physical system;1
physical process;1
software modeling;1
virtual contexts;1
visualization tools;1
instant messaging;1
bayesian rule;1
interpretable;2
term frequencyinverse document frequency (tf-idf);1
behavior-based;1
posterior distributions;1
variational autoencoder;1
variational inference;1
co-creativity;1
creativity;2
edpcg;1
interactive evolutionary computation;1
mixed-initiative;1
mutant shopping;1
pcgml;1
procedural content generations;2
user fatigues;1
video-games;1
agent collaboration;1
communication gaps;1
vocabulary learning;1
build systems;1
eye disease;1
ocular disease;1
attacks scenarios;1
individual conditional expectation;1
malicious insiders;1
supervisory control and data acquisition;1
threat scenarios;1
attrition;1
critical positions;1
interpretation;2
over critical;1
table modeling;1
deforestation;1
satellite imagery;1
burn scar;1
burn scar mapping;1
forest fires;1
learning capacity;1
localization modeling;1
statement ranking;1
learning phasis;1
multiple criteria decision making;1
f-score;1
network anomalies;1
network anomaly detection;1
counter-factuals;1
local approaches;1
model-agnostic explanation;1
short text classifications;1
short texts;1
synthetic exemplar;1
frequent subgraph mining;1
input graphs;1
automated data processing;1
data subjects;3
empirical legal study;1
information disclosure;1
personal information;1
contextualize;1
hierarchical goal;1
hierarchical reinforcement learning;1
optimal policies;1
reward decomposition;2
economic issues;1
reliable systems;1
social issues;1
societal issues;1
firing;1
optical imaging;1
pixel density analyse;1
sp-lime;1
failure identification;1
identification errors;1
in-field;1
industrial adoption;1
microwave networks;1
insurance;1
assessment activities;1
credit assessment;1
default prediction;1
financial institution;2
global economies;1
cognitive network;1
long-term cognitive network;1
machine-learning interpretability;1
patterns classification;1
learning from disagreement;1
metafeature;1
models comparisons;1
numerous models;1
fast methods;1
fastdiag;1
mutual understanding;1
robot motion planning;1
model differences;1
local navigation;1
obstacles avoidance;1
path plan;1
robot navigation;1
gru;1
ions;1
cycle life modeling;1
cycle lives;1
duty-cycle;1
energy prediction;1
life models;1
lithium-ion cells;1
useful energy prediction;1
conversation;1
pragmatic;1
actionability;2
discriminative power;2
education sectors;1
philosophy of artificial intelligence;1
scale-model;1
social aspect of ai;1
social aspect of explanation;1
general designs;1
hrs;1
lay user;1
bandwidth;1
bandwidth parameters;1
communications systems;1
digital communications;1
end-to-end communication;1
explainable artificial intelligence(xai);1
meta model;1
metamodeling;1
classifier training;1
deep graph network;1
interpretability.;1
perturbation method;3
query graph;1
brain mapping;2
nerve tract;1
autism spectrum disorder;1
autistic disorder;1
feature pyramid;1
feature pyramid network;1
inductive clustering;1
polyp segmentation;1
pyramid network;1
unboxing;1
monitoring contexts;1
performance:level;1
simple modeling;3
use-model;1
marketing;2
building users;1
individual's perception;1
managerial decision;1
marketing management;1
marketing manager;1
asset failure;1
indus-trial process plant;1
multivari-eat time-series data;1
automated operations;1
automatic control;1
fully automated;1
multiattribute utility theory;1
new theory;1
novel concept;1
distance education;1
training sample;2
ethical guideline;1
industry sectors;1
quality requirements;1
target group;1
asvspoof;1
spoofing;1
leaf classification;1
predictive capacity;1
tea-leaves;1
algorithmic stability;1
lipschitz;1
objective measure;1
relative consistency;1
stability measure;1
adversarial attack and defense method;1
grouping and shape;1
medical imaging/imaging for bioinformatic/biological and cell microscopy deep learning;1
neural generative model;2
segmentation;2
analyse and understanding;1
vision and language explainable ai;1
visual reasoning;1
action recognition;1
behaviour recognition;1
input videos;1
privacy and ethic in vision action and behavior recognition;1
temporal domain;1
action classifier;1
anomalous events;1
privacy and ethic in vision anomaly detection;1
image retrieval;1
image embedding;1
image similarity;3
is architecture;1
privacy and ethic in vision image/video indexing and retrieval;1
video indexing and retrieval;1
atypicals;1
inverse regression;1
micro-segmentation;1
non-trivial tasks;1
air traffic management;1
encoder outputs;1
management domains;1
swarm intelligence;1
probabilistic graphical model;1
reinforcement learning systems;1
emerging technologies;2
modeling results;1
radio waves;2
ray tracing;1
wave propagation;1
clutter;1
light gradient boosting machine;1
low-latency communication;1
mobile network;1
path loss;1
radio propagation models;1
solid modelling;1
ultra-reliable low-latency communication;1
high risk environment;2
particles (particulate matter);1
atmospheric modeling;1
attentive multi-task learning;1
electromagnetic wave attenuation;1
boundary correction;1
correction method;1
ct image;1
liver ct;1
liver segmentation;1
privacy and ethic in vision deep learning;1
x rays;1
computer aided diagnosis(cad);2
ct-scan images;1
image pixels;1
graph neural network.;1
linked datum;1
relational graph;3
scoring metrics;2
embedding technique;1
reasoning framework;1
related works;1
multiple grounds;1
co-evolution;1
metacognitive skills;1
physical world;2
symbiotic learning;1
symbiotics;1
quantification;1
quantitative approach;1
effect of co;1
institutional contexts;1
industrial research;1
human-robot trust;1
industrial settings;1
proximity;1
robot mistake;1
trust repairs;1
virtual robots;1
data analysis-methods;1
input output correlations;1
shopfloors;1
test chambers;1
clinical pathways;1
clustering interpretation;1
statistical inference;1
statistical reasoning;1
satisfiability testing;1
score-based explanation;1
symbolic explanation;1
rain;1
flood prediction;1
monthly rainfalls;1
prediction and analysis;1
rainfall data;1
automata theory;1
gradient boosting decision tree;1
probabilistic automata;1
probabilistic finite state automaton;1
rats;1
: explainable ai;1
credit rating model explanation;1
customer-modeling;1
digital finance;1
rating model;1
policy graph;1
policy-based;1
ai ethic;1
characteristic criterion;1
rational explanation;1
rationality;1
rationality criteria;1
safety testing;1
calculus local interpretable model-agnostic explainer';1
classifier explainability;1
classifier interpretability;1
constraint theory;2
complexity dichotomies;1
input vector;1
linear classifiers;1
submodular;1
tractability;1
tractable class;1
weighted constraint satisfactions;1
combinatorial optimization;1
integer programming;1
scheduling algorithms;1
cutting plane algorithms;1
mixed-integer programming;1
programming algorithms;1
digital devices;1
image acquisition;1
decision level fusion;1
ischemia-reperfusion injury;1
probabilistic models;2
small intestinal viability;1
small intestine;2
pig;1
pilot study;1
reperfusion injury;2
intestine, small;1
pilot projects;1
festival;1
tourist behavior;1
content based retrieval;1
motion picture experts group standards;1
content based image retrieval systems;1
contents-based image retrievals;1
end-user experience;1
high-level features;1
semantic gap;1
model-generated explanation;1
motion capture;1
searching and ranking;1
trust and reliance;1
convolutional autoencoder;1
clinical prediction model;1
data pipelines;1
feature selection and classification;1
silicon compounds;1
bring your own devices;1
enterprise networks;1
intensive research;1
reliability of results;1
civil servants;1
economic institutions;1
practical orientations;1
nonoverlapping;1
performances evaluation;1
public areas;1
rule set;1
efficient implementation;1
fuzzy integral;1
under-represented;1
nodule detection;1
semantic attribute;1
supervised methods;1
benign neoplasm;1
residual neural network;1
controllers;1
algorithmic process;1
compliance strategies;1
data controllers;1
dual function;1
key control;1
adoption of decision support systems;1
explanation personalization;1
control systems;1
houses;1
computing with word (cww);1
control area;1
data separation;1
fuzzy rule set;1
hybrid method;1
user habit;1
model parameters;1
logic reasoning;1
sensemaking;2
artificial intelligence research;2
end-user perspective;1
user perspectives;1
output vectors;1
weakly supervised learning;1
contribution analysis;1
defragtree;1
mobile advertizing;1
model learning;1
video advertisings;1
xai(explainable ai);1
dangerous situations;1
robot performance;1
distance metric learning;1
elimination process;1
large margin nearest neighbors;1
multiple choice questions;1
distance functions;1
attack model;1
hit rate;1
lifting schemes;1
netlist;1
wire length;1
facilities management;1
maternal-fetal and neonatal medicine;1
neonatal emergency;1
neonatal intensive care unit facility management;1
neonatal intensive care units;1
neonatal medicine;1
perinatal quality management;1
predictive medicine;1
extracting features;1
nuclear fields;1
feature boxes;1
histological images;1
lymphoma;1
morphological and non-morphological descriptor;1
morphological descriptors;1
credit card frauds;1
detection problems;1
artificial datasets;1
fitness sharing;1
synthetic aperture sonar;1
synthetic apertures;2
divergence measures;1
seafloors;1
sonar imagery;1
systematic analysis;1
neural networks classifiers;1
segmentation of medical images;1
tumor areas;1
electroencephalography;2
electroencephalogram signals;1
exaplainable ai;1
memory loss;1
language inference;1
natural language inference;1
text generators;1
transformer-based model;1
security attacks;1
test instances;1
linear transformations;1
general robustness;1
concept prober;1
fine-grained explanation;1
security-critical;1
data-driven advertisement;1
online advertisement prediction;1
potential customers;1
space applications;1
clarity;1
explainable artificial intellgience;1
space sectors;1
space systems;1
training phasis;1
explanation quality;1
game approach;1
person identification;1
frame-work;1
lstm-vis;1
machine translation systems;1
seq-to-seq-vis;1
sequence to sequence model;1
target language;1
translation systems;1
local explanation for machine learning;1
sensor data fusion;1
electro-optical;1
feature-level fusions;1
heterogeneous sensor fusion;1
heterogeneous sensors;1
histogram of in-phase and quadrature component;1
in-phase components;1
overlayed image;1
passive radio frequency;1
quadrature components;1
ai regulation;1
compliance regulations;1
handwritten digit;1
system regulation;1
algorithmic methods;1
public awareness;1
stakeholder need;1
european central bank;1
production system;1
inherent complexity;1
ensemble algorithms;1
missing values;2
prototype rules;1
survival forests;1
data abstraction;1
down-stream;1
embedding method;1
learning vectors;1
network embedding;1
vector representations;1
dialysis;1
gated recurrent unit;1
intradialytic hypotension;1
isolation forest;1
kidney disease;1
local interpretable model-agnostic explanation xai;1
physical data;1
pressure data;1
real-time prediction;1
smote;1
time dependent;1
neighborhood approximation;1
artificial intelligience;1
cnn model for alzheimer disease detection;1
early detection of alzheimer disease;1
imaging data;1
mine countermeasure;1
mine-warfare;1
sonar image;1
target recognition algorithms;1
data sparsity;1
high dimensionality;1
high noise;1
model ensembling;1
prediction logic;1
rashomon effect;1
ann;1
classifier models;1
health surveys;1
intrinsic dimensions;1
low-dimensional mapping;1
supervised modeling;1
vifp image similarity;1
water vapor satellite image;1
water vapour;1
hierarchical variational auto encoder;1
real images;1
semantic features;2
beam search algorithms;1
common sense;1
constrained beam search;1
constrained beams;1
counterfactual generation;1
imbalanced data;1
input sources;1
medical image;2
visualization method;1
3d data;1
3d point cloud;1
autonomous system;1
point cloud data;1
forging;1
relation-based;1
importance weights;1
logic models;1
markov logic;1
markov logic networks;1
relational modeling;1
statistical relational model;1
directional counterfactual generation;1
analysis tools;1
healthcare workers;1
complex learning;1
interpretable counterfactual explanation;1
autonomous policy explanation;1
risk mitigation;1
explain-ability;1
exposed to;1
human capability;1
modeling abilities;1
extract informations;1
information integrity;1
practical solutions;1
process information;1
psychological explanation;1
sense making;1
age predictions;1
elderly people;1
estimation errors;1
patient response;1
occupational risks;1
assessment system;1
computer vision techniques;1
injury risk;1
physical injuries;1
risk detections;1
sars;1
automated solutions;1
contagious disease;1
evaluation of segmentation;1
segmentation techniques;1
complex event processing;1
complex events;1
event graph model;1
event graphs;1
event processing;1
graph model;1
runtime models;1
self-adaptive system;1
choroidal neovascularization;1
macular edema;1
pre-processing step;1
retina;1
retinal disease;1
combination of intelligent method;1
connectionist expert system;1
hybrid expert system;1
hybrid intelligent system;1
intelligent method;1
neuro-symbolic approach;1
robotic arms;1
movement control;1
parameters extraction;1
pick and place;1
robot parameters;1
deep taylor decomposition;1
guided backpropagation;1
comprehensibility;1
early warning system;1
fidelity;1
reason code;1
trepan;1
anchor;1
model-agnostic explain ability;1
modified algorithms;1
ultrasound image analysis;1
ddos;1
ddos explainer;1
ensemble machine learning;1
machining learning;1
consumer satisfactions;1
evidence-based policymaking;1
explainable artificial intelligence, evidence-based policymaking, shapley additive explanation;1
structural equation modeling, consumer satisfaction;1
structural equation models;1
evaluation index;1
image-recognition model;1
interpretability evaluation index;1
neural network interpretability;1
semantic images;1
bayes factor;1
belief propagation;1
m-separation;1
most probable explanation;2
qualitative belief propagation;1
qualitative beliefs;1
covid;1
forecast products;1
minimizing costs;1
product distributions;1
purchase orders;1
seasonal autoregressive integrated moving averages;1
autonomic systems;1
generic architecture;1
modular architectures;1
phd thesis;1
smart-home system;1
affect dimension;1
item response models;1
item response theory;1
ordinal models;1
perceived emotion;1
polytomous;1
psychological interpretation;1
color and textures;1
inception net;1
oriental food;1
recognition process;1
testing accuracy;2
vgg;1
vision communities;2
recommendation techniques;1
restricted boltzmann machine;1
south tyrol;1
local induced model;1
point wise;1
large-scale datasets;1
novel solutions;1
signal recognition;1
semantic descriptions;1
computer-based system;1
heuristic search;1
sudoku;1
task constraints;1
covid-19?local interpretable model-agnostic explanation;1
infected patients;1
specific tasks;1
squeezenet;1
ale plot;1
applied research;2
first order;1
aggregation techniques;1
decision diagram;1
formal modeling;1
new branches;1
explanatory ai (yai);1
fisher information;1
fisher information matrices;1
human supervisors;1
influence functions;1
label noise;1
sequential learning;1
explanation graph;1
hotspots;1
cbr systems;2
smart store;1
evaluating systems;1
explainable case-based reasoning;1
human subjects;1
reasoning methods;1
artifical neural networks;1
automatic docking;1
in-control;2
marine control systems;1
marine robotics;1
perception systems;1
explanation stability;1
background knowledge;1
conceptual approaches;1
selection function;1
current data;1
data domains;1
data drift;1
sources of informations;1
two-sample tests;1
adversarial autoencoder;1
local interpretable explanation;1
random subsets;1
user intervention;1
admissible set;1
formal analysis;1
non-monotonic inference;1
experiment confirm;1
standard evaluations;1
constraint rule;1
it supports;1
literals;1
human-like explanation;1
darpa;1
development teams;1
interface modeling;1
observed values;1
relevance;1
value assignment;1
attribute values;1
blood sugar levels;1
natural language generation systems;1
possibility degree;1
possibility theory;1
algorithmic experience;1
empirical study in interaction design;1
music recommendation system;1
medical classification;1
pruning;1
climate event;1
crop growth;1
dairy farming;1
grass;1
impact on agriculture;1
outlier case;1
uncertain climate;1
ann classification;1
building energy consumption;1
probability of detection;1
rating classifications;1
network design;2
relevance models;1
sensitivity methods;1
behavioral economics;1
intelligent reasoning;1
automatic planning;1
automatic theorem proving;1
course of action;1
intelligent software agent;1
structured approach;1
experimental approaches;1
general knowledge;1
bit vector;1
negative samples;1
satisfiability;1
automatic clustering;1
human annotations;1
time-reducing;1
human behaviors;1
robot interactions;1
business opportunities;1
car insurance;1
contextualisation;1
insurance industry;1
smart pricing;1
multi dimensional;1
student outcomes;1
artificial immune system algorithms;1
data segregation;1
distributed artificial intelligence;1
feature pattern;1
representative patterns;1
nondeterministic algorithms;1
trajectory minings;1
attributed graphs;1
data requirements;1
human interactions;1
reasoning machine;1
relative positions;1
representational capabilities;1
spatially-attributed graphs;1
machine design;1
cognitive control;1
control framework;1
hierarchical representation;1
novel task;1
economic and social benefits;1
interdisciplinary programs;1
inductive rule learning;1
near-optimal;1
refinement algorithms;1
rule-based decision system;1
knowledge model;1
semantic knowledge;1
binary attributes;1
classification and clustering;1
cooperative game theory;1
formal concept analyses (fca);1
objective approaches;1
data components;1
image resolution;1
bottom up methods;1
context information;1
image information;1
method of learning;1
multi-modal image;1
object information;1
reverse operations;1
decision logic;1
ecg interpretation;1
high confidence;1
human computer interaction (hci);1
standard guidelines;1
three categories;1
conversational case based reasonings;1
human-machine cooperation;1
interaction techniques;1
mixed initiative;1
question selection;1
supervisory control and dataacquisition systems (scada);1
interdisciplinary collaborations;1
connected component;1
counting problems;1
object counting;1
logic devices;1
automatic modeling;1
process condition;1
process steps;1
damage depths;1
damage size;1
probabilistic decisions;1
forecasting performance;1
power forecasting;1
tool device;1
action unit;1
